nodenumber,    x-coordinate,    y-coordinate,pressure-coefficient
       138, 2.400000000E-01, 1.198334165E-01, 1.396781066E-03
       139, 2.400000000E-01, 1.213867963E-01, 1.374339103E-03
       140, 2.400000000E-01, 1.229565663E-01, 1.358228619E-03
       141, 2.400000000E-01, 1.245428995E-01, 1.342463773E-03
       142, 2.400000000E-01, 1.261459707E-01, 1.325434307E-03
       143, 2.400000000E-01, 1.277659565E-01, 1.306996564E-03
       144, 2.400000000E-01, 1.294030353E-01, 1.287815045E-03
       145, 2.400000000E-01, 1.310573875E-01, 1.266694395E-03
       146, 2.400000000E-01, 1.327291954E-01, 1.249267487E-03
       147, 2.400000000E-01, 1.344186431E-01, 1.227518427E-03
       148, 2.400000000E-01, 1.361259168E-01, 1.228804933E-03
       149, 2.400000000E-01, 1.378512045E-01, 1.178640057E-03
       150, 2.400000000E-01, 1.404991721E-01, 1.064276323E-03
       151, 2.400000000E-01, 1.431471398E-01, 1.059631933E-03
       152, 2.400000000E-01, 1.457951074E-01, 1.057679183E-03
       153, 2.400000000E-01, 1.484430750E-01, 1.045016339E-03
       154, 2.400000000E-01, 1.510910427E-01, 1.031133928E-03
       155, 2.400000000E-01, 1.537390103E-01, 1.017687144E-03
       156, 2.400000000E-01, 1.563869779E-01, 1.004580408E-03
       157, 2.400000000E-01, 1.590349456E-01, 9.920356097E-04
       158, 2.400000000E-01, 1.616829132E-01, 9.804659057E-04
       159, 2.400000000E-01, 1.643308808E-01, 9.686378762E-04
       160, 2.400000000E-01, 1.669788484E-01, 9.539416060E-04
       161, 2.400000000E-01, 1.696268161E-01, 9.362899582E-04
       162, 2.400000000E-01, 1.722747837E-01, 9.200586937E-04
       163, 2.400000000E-01, 1.749227513E-01, 9.051565430E-04
       164, 2.400000000E-01, 1.775707190E-01, 8.876816137E-04
       165, 2.400000000E-01, 1.802186866E-01, 8.682562620E-04
       166, 2.400000000E-01, 1.828666542E-01, 8.478574455E-04
       167, 2.400000000E-01, 1.855146219E-01, 8.264863282E-04
       168, 2.400000000E-01, 1.881625895E-01, 8.027850417E-04
       169, 2.400000000E-01, 1.908105571E-01, 7.750328514E-04
       170, 2.400000000E-01, 1.934585248E-01, 7.463979418E-04
       171, 2.400000000E-01, 1.961064924E-01, 7.212740602E-04
       172, 2.400000000E-01, 1.987544600E-01, 7.009501569E-04
       173, 2.400000000E-01, 2.014024277E-01, 6.776155788E-04
       174, 2.400000000E-01, 2.040503953E-01, 6.216298207E-04
       175, 2.400000000E-01, 2.066983629E-01, 5.640912568E-04
       176, 2.400000000E-01, 2.093463305E-01, 5.844817497E-04
       177, 2.400000000E-01, 2.119942982E-01, 6.319162203E-04
       178, 2.400000000E-01, 2.146422658E-01, 6.157786120E-04
       179, 2.400000000E-01, 2.172902334E-01, 5.709585967E-04
       180, 2.400000000E-01, 2.199382011E-01, 5.371481529E-04
       181, 2.400000000E-01, 2.225861687E-01, 4.758306604E-04
       182, 2.400000000E-01, 2.252341363E-01, 3.791644995E-04
       183, 2.400000000E-01, 2.278821040E-01, 3.336486407E-04
       184, 2.400000000E-01, 2.305300716E-01, 3.495301935E-04
       185, 2.400000000E-01, 2.331780392E-01, 2.963556326E-04
       186, 2.400000000E-01, 2.358260069E-01, 2.259371977E-04
       187, 2.400000000E-01, 2.384739745E-01, 2.409343724E-04
       188, 2.400000000E-01, 2.411219421E-01, 2.463192504E-04
       189, 2.400000000E-01, 2.437699098E-01, 2.297257597E-04
       190, 2.400000000E-01, 2.464178774E-01, 2.553327067E-04
       191, 2.400000000E-01, 2.490658450E-01, 2.888107847E-04
       192, 2.400000000E-01, 2.517138126E-01, 2.456237271E-04
       193, 2.400000000E-01, 2.543617803E-01, 1.565452258E-04
       194, 2.400000000E-01, 2.570097479E-01, 1.315440459E-04
       195, 2.400000000E-01, 2.596577155E-01, 1.563605911E-04
       196, 2.400000000E-01, 2.623056832E-01, 1.587775187E-04
       197, 2.400000000E-01, 2.649536508E-01, 1.233932126E-04
       198, 2.400000000E-01, 2.676016184E-01, 5.741776476E-05
       199, 2.400000000E-01, 2.702495861E-01,-2.721474448E-05
       200, 2.400000000E-01, 2.728975537E-01,-1.044387391E-04
       201, 2.400000000E-01, 2.755455213E-01,-1.453380391E-04
       202, 2.400000000E-01, 2.781934890E-01,-1.441214845E-04
       203, 2.400000000E-01, 2.808414566E-01,-1.214335789E-04
       204, 2.400000000E-01, 2.834894242E-01,-1.176750375E-04
       205, 2.400000000E-01, 2.861373919E-01,-1.584961719E-04
       206, 2.400000000E-01, 2.887853595E-01,-2.282877686E-04
       207, 2.400000000E-01, 2.914333271E-01,-3.017970594E-04
       208, 2.400000000E-01, 2.940812947E-01,-3.588763357E-04
       209, 2.400000000E-01, 2.967292624E-01,-3.964695497E-04
       210, 2.400000000E-01, 2.993772300E-01,-4.215852241E-04
       211, 2.400000000E-01, 3.020251976E-01,-4.316198756E-04
       212, 2.400000000E-01, 3.046731653E-01,-4.234911175E-04
       213, 2.400000000E-01, 3.073211329E-01,-4.068800190E-04
       214, 2.400000000E-01, 3.099691005E-01,-4.035241145E-04
       215, 2.400000000E-01, 3.126170682E-01,-4.179826065E-04
       216, 2.400000000E-01, 3.152650358E-01,-4.360219755E-04
       217, 2.400000000E-01, 3.179130034E-01,-4.515219480E-04
       218, 2.400000000E-01, 3.205609711E-01,-4.485999816E-04
       219, 2.400000000E-01, 3.232089387E-01,-4.250870552E-04
       220, 2.400000000E-01, 3.258569063E-01,-3.999474284E-04
       221, 2.400000000E-01, 3.285048740E-01,-3.818569239E-04
       222, 2.400000000E-01, 3.311528416E-01,-3.786023008E-04
       223, 2.400000000E-01, 3.338008092E-01,-3.890004882E-04
       224, 2.400000000E-01, 3.364487768E-01,-4.116088967E-04
       225, 2.400000000E-01, 3.390967445E-01,-4.437232856E-04
       226, 2.400000000E-01, 3.417447121E-01,-4.699020355E-04
       227, 2.400000000E-01, 3.443926797E-01,-4.856218002E-04
       228, 2.400000000E-01, 3.470406474E-01,-4.914941965E-04
       229, 2.400000000E-01, 3.496886150E-01,-4.870590346E-04
       230, 2.400000000E-01, 3.523365826E-01,-4.749907239E-04
       231, 2.400000000E-01, 3.549845503E-01,-4.524582473E-04
       232, 2.400000000E-01, 3.576325179E-01,-4.214077780E-04
       233, 2.400000000E-01, 3.602804855E-01,-3.917730646E-04
       234, 2.400000000E-01, 3.629284532E-01,-3.709800658E-04
       235, 2.400000000E-01, 3.655764208E-01,-3.629037819E-04
       236, 2.400000000E-01, 3.682243884E-01,-3.716278588E-04
       237, 2.400000000E-01, 3.708723561E-01,-3.922811593E-04
       238, 2.400000000E-01, 3.735203237E-01,-4.113176255E-04
       239, 2.400000000E-01, 3.761682913E-01,-4.207270395E-04
       240, 2.400000000E-01, 3.788162589E-01,-4.188888415E-04
       241, 2.400000000E-01, 3.814642266E-01,-4.084311950E-04
       242, 2.400000000E-01, 3.841121942E-01,-3.937096335E-04
       243, 2.400000000E-01, 3.867601618E-01,-3.780299739E-04
       244, 2.400000000E-01, 3.894081295E-01,-3.470492957E-04
       245, 2.400000000E-01, 3.920560971E-01,-3.058734874E-04
       246, 2.400000000E-01, 3.947040647E-01,-2.238315064E-04
       247, 2.400000000E-01, 3.973520324E-01,-1.813290000E-04
       248, 2.400000000E-01, 4.000000000E-01,-2.032695629E-04
